ano,mes,data,regiao,uf,cidade,bairro,tipo_imovel,area_m2,quartos,vagas_garagem,preco_imovel,preco_m2,renda_media,taxa_juros,nivel_preco
2017,8,2017-08-01,Nordeste,CE,Fortaleza,Vila Nova,Sala Comercial,48,4,2,1083488.1,13916.07,3546.33,12.78,Alto
2017,8,2017-08-01,Nordeste,CE,Juazeiro do Norte,Jardim América,Casa,94,4,0,545769.57,6756.6,3579.78,10.6,Alto
2017,8,2017-08-01,Nordeste,MA,São Luís,Jardim América,Casa,77,2,1,146647.25,14021.03,3945.66,13.82,Alto
2017,8,2017-08-01,Nordeste,PB,João Pessoa,Jardim América,Casa,189,4,3,281224.28,8801.28,3497.64,10.84,Baixo
2017,8,2017-08-01,Centro-Oeste,DF,Brasília,Centro,Cobertura,86,2,0,414276.44,11717.99,3129.02,12.53,Alto
2017,8,2017-08-01,Centro-Oeste,GO,Goiânia,Boa Vista,Studio,176,3,0,382976.18,10841.29,3817.61,10.37,Alto
2017,8,2017-08-01,Centro-Oeste,GO,Aparecida de Goiânia,Vila Nova,Studio,212,2,3,97096.04,7057.74,3123.11,8.06,Alto
2017,8,2017-08-01,Centro-Oeste,MT,Cuiabá,Jardim América,Sala Comercial,213,4,3,237534.86,9880.42,3354.56,13.81,Luxo
2017,8,2017-08-01,Centro-Oeste,MS,Campo Grande,Boa Vista,Cobertura,48,2,0,980521.98,14028.42,3012.92,10.69,Luxo
2017,8,2017-08-01,Sudeste,SP,São Paulo,Jardim América,Cobertura,144,3,2,1470627.57,11696.44,4979.5,7.49,Alto
2017,8,2017-08-01,Sudeste,SP,Campinas,Jardim América,Sala Comercial,33,3,3,729708.42,7900.74,2974.07,10.15,Luxo
2017,8,2017-08-01,Sudeste,SP,Ribeirão Preto,Centro,Sala Comercial,191,1,0,233228.1,4440.22,4096.93,9.79,Baixo
2017,8,2017-08-01,Sudeste,RJ,Rio de Janeiro,Centro,Studio,66,2,0,682302.31,15997.02,3886.91,12.95,Médio
2017,8,2017-08-01,Sudeste,RJ,Niterói,Jardim América,Cobertura,190,0,1,269984.25,12623.38,4044.33,13.33,Médio
2017,8,2017-08-01,Sudeste,RJ,Nova Iguaçu,Boa Vista,Casa,32,0,0,1390031.35,7367.5,2442.55,9.6,Alto
2017,8,2017-08-01,Sudeste,RJ,Petrópolis,Vila Nova,Apartamento,59,0,0,1446702.12,16667.4,2139.71,7.78,Médio
2017,8,2017-08-01,Sudeste,MG,Belo Horizonte,Boa Vista,Sala Comercial,188,2,3,595936.82,5187.94,4400.99,13.94,Médio
2017,8,2017-08-01,Sudeste,MG,Uberlândia,Jardim América,Sala Comercial,184,2,1,429796.12,14640.17,3093.34,8.7,Médio
2017,8,2017-08-01,Sudeste,MG,Juiz de Fora,Boa Vista,Cobertura,146,0,2,474659.73,17729.66,3356.48,7.28,Médio
2017,8,2017-08-01,Sudeste,ES,Vitória,Vila Nova,Studio,205,3,1,770259.91,6033.29,3949.94,12.38,Médio
2017,8,2017-08-01,Sudeste,ES,Vila Velha,Centro,Apartamento,128,0,2,292804.91,16833.58,2741.88,12.2,Baixo
2017,8,2017-08-01,Sudeste,ES,Serra,Centro,Studio,37,3,2,2452827.91,5036.93,3669.65,11.34,Médio
2017,8,2017-08-01,Sul,PR,Curitiba,Boa Vista,Casa,65,2,0,410670.4,11688.74,3215.6,13.88,Luxo
2017,8,2017-08-01,Sul,PR,Londrina,Vila Nova,Apartamento,144,1,0,390031.84,8089.72,4916.72,7.17,Luxo
2017,8,2017-08-01,Sul,SC,Florianópolis,Centro,Apartamento,47,4,3,1182914.69,15522.86,4161.38,10.47,Médio
2017,8,2017-08-01,Sul,SC,Joinville,Centro,Casa,213,0,2,1031556.89,5071.77,3302.54,7.7,Médio
2017,8,2017-08-01,Sul,RS,Porto Alegre,Vila Nova,Cobertura,109,4,1,184523.96,4141.87,2523.9,10.89,Baixo
2017,8,2017-08-01,Sul,RS,Caxias do Sul,Vila Nova,Studio,60,4,1,422835.81,10406.48,3145.62,12.39,Médio
2017,9,2017-09-01,Norte,AM,Manaus,Boa Vista,Cobertura,166,4,1,165486.04,15246.56,2540.23,10.06,Alto
2017,9,2017-09-01,Norte,PA,Belém,Jardim América,Studio,147,3,0,317239.92,5515.41,3688.03,12.27,Alto
2017,9,2017-09-01,Norte,PA,Santarém,Vila Nova,Sala Comercial,51,4,2,317847.93,16295.36,3359.93,13.44,Baixo
2017,9,2017-09-01,Norte,RO,Porto Velho,Centro,Cobertura,163,2,0,1157172.43,6448.47,4074.18,7.49,Luxo
2017,9,2017-09-01,Norte,TO,Palmas,Centro,Casa,57,2,0,1394504.15,5156.06,2714.44,9.04,Médio
2017,9,2017-09-01,Nordeste,BA,Salvador,Boa Vista,Apartamento,86,2,3,1828639.29,8833.7,5029.47,7.06,Baixo
2017,9,2017-09-01,Nordeste,BA,Feira de Santana,Vila Nova,Sala Comercial,101,0,3,292099.52,12214.72,3859.69,12.24,Alto
2017,9,2017-09-01,Nordeste,PE,Recife,Vila Nova,Cobertura,195,4,2,148570.3,6936.75,2867.9,11.68,Baixo
2017,9,2017-09-01,Nordeste,PE,Jaboatão dos Guararapes,Vila Nova,Casa,115,4,2,396168.78,11089.1,3613.65,10.7,Luxo
2017,9,2017-09-01,Nordeste,CE,Fortaleza,Jardim América,Casa,196,0,2,598298.17,12652.21,3639.87,9.29,Médio
2017,9,2017-09-01,Nordeste,CE,Juazeiro do Norte,Centro,Apartamento,216,0,0,2180485.53,7672.39,3216.87,13.68,Alto
2017,9,2017-09-01,Nordeste,MA,São Luís,Centro,Apartamento,187,1,2,209803.39,11134.49,3727.52,13.07,Baixo
2017,9,2017-09-01,Nordeste,PB,João Pessoa,Centro,Sala Comercial,197,0,2,530344.16,17092.3,3759.22,7.67,Médio
2017,9,2017-09-01,Centro-Oeste,DF,Brasília,Centro,Studio,101,0,2,2936509.73,4454.72,2692.58,10.59,Luxo
2017,9,2017-09-01,Centro-Oeste,GO,Goiânia,Centro,Studio,149,2,1,854514.6,11758.82,3974.14,7.16,Alto
2017,9,2017-09-01,Centro-Oeste,GO,Aparecida de Goiânia,Boa Vista,Studio,120,3,3,1495470.42,8034.55,4127.26,10.9,Alto
2017,9,2017-09-01,Centro-Oeste,MT,Cuiabá,Vila Nova,Sala Comercial,111,1,2,635553.76,5326.85,3604.3,7.07,Médio
2017,9,2017-09-01,Centro-Oeste,MS,Campo Grande,Jardim América,Cobertura,122,0,0,484049.89,10611.91,3204.1,13.49,Alto
2017,9,2017-09-01,Sudeste,SP,São Paulo,Vila Nova,Studio,176,3,3,554240.63,12446.13,2269.95,13.85,Luxo
2017,9,2017-09-01,Sudeste,SP,Campinas,Jardim América,Sala Comercial,31,3,0,686955.79,16102.82,4050.02,7.1,Baixo
2017,9,2017-09-01,Sudeste,SP,Ribeirão Preto,Vila Nova,Studio,90,4,3,488240.32,4286.74,4024.96,12.06,Baixo
2017,9,2017-09-01,Sudeste,RJ,Rio de Janeiro,Jardim América,Studio,136,4,2,272130.56,13017.45,3895.17,12.06,Luxo
2017,9,2017-09-01,Sudeste,RJ,Niterói,Boa Vista,Apartamento,68,4,1,775723.92,13076.57,3752.83,9.64,Médio
2017,9,2017-09-01,Sudeste,RJ,Nova Iguaçu,Vila Nova,Sala Comercial,78,0,3,3494298.62,5927.28,3211.78,9.34,Baixo
2017,9,2017-09-01,Sudeste,RJ,Petrópolis,Centro,Cobertura,74,2,1,434799.44,13144.25,2928.17,8.26,Médio
2017,9,2017-09-01,Sudeste,MG,Belo Horizonte,Vila Nova,Casa,218,1,1,2055554.15,13746.23,3642.69,10.51,Baixo
2017,9,2017-09-01,Sudeste,MG,Uberlândia,Centro,Cobertura,111,2,3,589435.2,7593.24,2294.21,9.32,Alto
2017,9,2017-09-01,Sudeste,MG,Juiz de Fora,Jardim América,Apartamento,167,0,2,208812.47,14218.68,3249.81,9.06,Luxo
2017,9,2017-09-01,Sudeste,ES,Vitória,Centro,Casa,61,0,0,86790.2,6393.41,3338.18,9.18,Baixo
2017,9,2017-09-01,Sudeste,ES,Vila Velha,Vila Nova,Cobertura,146,4,3,542746.4,9391.86,2022.67,13.16,Alto
2017,9,2017-09-01,Sudeste,ES,Serra,Centro,Cobertura,138,1,1,1555660.43,6910.38,4134.63,7.84,Médio
2017,9,2017-09-01,Sul,PR,Curitiba,Vila Nova,Apartamento,127,0,3,1410200.07,17478.43,3605.52,9.75,Alto
2017,9,2017-09-01,Sul,PR,Londrina,Centro,Apartamento,82,0,2,518275.89,6935.8,3924.93,13.05,Alto
2017,9,2017-09-01,Sul,SC,Florianópolis,Jardim América,Cobertura,98,0,1,419634.18,8521.67,3635.27,8.4,Baixo
2017,9,2017-09-01,Sul,SC,Joinville,Centro,Casa,211,0,1,318432.58,15164.33,4318.02,9.06,Luxo
2017,9,2017-09-01,Sul,RS,Porto Alegre,Jardim América,Cobertura,217,3,0,756176.42,5990.66,4134.16,9.96,Luxo
2017,9,2017-09-01,Sul,RS,Caxias do Sul,Boa Vista,Studio,66,2,3,1899580.72,14129.86,3725.63,10.81,Alto
2017,10,2017-10-01,Norte,AM,Manaus,Jardim América,Sala Comercial,98,0,0,136208.88,11177.65,3103.27,8.48,Alto
2017,10,2017-10-01,Norte,PA,Belém,Boa Vista,Studio,140,1,0,588798.81,14458.24,3639.15,11.3,Baixo
2017,10,2017-10-01,Norte,PA,Santarém,Vila Nova,Apartamento,93,4,3,934529.99,16903.58,3283.44,7.73,Médio
2017,10,2017-10-01,Norte,RO,Porto Velho,Centro,Sala Comercial,93,3,1,184626.33,10637.9,3149.64,11.19,Luxo
2017,10,2017-10-01,Norte,TO,Palmas,Centro,Sala Comercial,173,0,2,616392.52,16547.16,4106.75,13.86,Luxo
2017,10,2017-10-01,Nordeste,BA,Salvador,Boa Vista,Apartamento,178,1,0,2533551.15,5640.13,4469.79,11.61,Alto
2017,10,2017-10-01,Nordeste,BA,Feira de Santana,Centro,Cobertura,56,3,1,551542.77,16303.04,2662.45,12.47,Alto
2017,10,2017-10-01,Nordeste,PE,Recife,Vila Nova,Casa,33,0,0,359603.95,5603.35,2739.39,7.4,Baixo
2017,10,2017-10-01,Nordeste,PE,Jaboatão dos Guararapes,Jardim América,Apartamento,32,2,3,528717.11,4376.88,4012.19,7.32,Médio
2017,10,2017-10-01,Nordeste,CE,Fortaleza,Jardim América,Apartamento,189,1,0,165010.59,13516.49,3781.48,9.18,Baixo
2017,10,2017-10-01,Nordeste,CE,Juazeiro do Norte,Jardim América,Cobertura,129,3,3,395131.95,12525.22,2494.84,11.57,Alto
2017,10,2017-10-01,Nordeste,MA,São Luís,Boa Vista,Casa,137,2,2,385022.67,16102.97,4704.03,7.51,Alto
2017,10,2017-10-01,Nordeste,PB,João Pessoa,Boa Vista,Sala Comercial,101,0,1,296251.94,16820.36,3631.22,12.04,Médio
2017,10,2017-10-01,Centro-Oeste,DF,Brasília,Centro,Studio,98,2,3,323692.57,12586.64,2595.68,12.45,Alto
2017,10,2017-10-01,Centro-Oeste,GO,Goiânia,Centro,Sala Comercial,123,3,2,321692.73,3861.69,2568.58,8.19,Luxo
2017,10,2017-10-01,Centro-Oeste,GO,Aparecida de Goiânia,Vila Nova,Casa,218,2,1,468794.89,13245.83,4320.85,9.99,Baixo
2017,10,2017-10-01,Centro-Oeste,MT,Cuiabá,Centro,Apartamento,98,1,2,828198.34,5081.08,4379.0,8.54,Baixo
2017,10,2017-10-01,Centro-Oeste,MS,Campo Grande,Centro,Cobertura,80,0,3,2120846.46,16885.03,3391.14,12.46,Baixo
2017,10,2017-10-01,Sudeste,SP,São Paulo,Boa Vista,Casa,174,1,0,1030386.62,4196.33,5093.57,11.92,Alto
2017,10,2017-10-01,Sudeste,SP,Campinas,Jardim América,Cobertura,50,2,2,508192.38,17461.1,2255.21,7.45,Baixo
2017,10,2017-10-01,Sudeste,SP,Ribeirão Preto,Vila Nova,Sala Comercial,30,4,0,695037.71,10131.9,4121.91,11.98,Baixo
2017,10,2017-10-01,Sudeste,RJ,Rio de Janeiro,Centro,Studio,106,0,2,285228.63,12991.03,3872.73,9.4,Alto
2017,10,2017-10-01,Sudeste,RJ,Niterói,Boa Vista,Studio,100,2,1,409035.89,10245.03,2481.93,8.98,Baixo
2017,10,2017-10-01,Sudeste,RJ,Nova Iguaçu,Jardim América,Apartamento,127,1,3,451210.3,16057.27,3978.91,12.43,Baixo
2017,10,2017-10-01,Sudeste,RJ,Petrópolis,Jardim América,Casa,102,3,1,434726.86,9156.38,2789.93,8.49,Alto
2017,10,2017-10-01,Sudeste,MG,Belo Horizonte,Jardim América,Apartamento,50,3,1,310325.24,8002.06,1717.96,11.62,Baixo
2017,10,2017-10-01,Sudeste,MG,Uberlândia,Vila Nova,Sala Comercial,33,0,0,295860.47,13928.55,3114.41,7.23,Luxo
2017,10,2017-10-01,Sudeste,MG,Juiz de Fora,Boa Vista,Sala Comercial,47,1,0,990416.15,3945.54,2725.93,10.4,Médio
2017,10,2017-10-01,Sudeste,ES,Vitória,Vila Nova,Sala Comercial,124,4,0,2367558.68,17340.39,3735.31,9.15,Alto
2017,10,2017-10-01,Sudeste,ES,Vila Velha,Vila Nova,Sala Comercial,116,1,2,331817.74,14800.28,2762.68,13.79,Alto
2017,10,2017-10-01,Sudeste,ES,Serra,Jardim América,Studio,185,3,0,167662.59,8021.67,4519.14,12.91,Baixo
2017,10,2017-10-01,Sul,PR,Curitiba,Centro,Apartamento,48,3,0,1293209.42,17937.95,4455.57,10.62,Baixo
2017,10,2017-10-01,Sul,PR,Londrina,Jardim América,Apartamento,66,3,0,244541.35,11881.49,3229.64,10.3,Baixo
2017,10,2017-10-01,Sul,SC,Florianópolis,Vila Nova,Studio,77,3,1,953846.05,3550.93,4205.22,13.04,Alto
2017,10,2017-10-01,Sul,SC,Joinville,Vila Nova,Apartamento,44,0,0,656031.32,12150.23,3979.99,7.82,Luxo
2017,10,2017-10-01,Sul,RS,Porto Alegre,Boa Vista,Studio,173,1,3,624026.22,14075.88,1914.46,7.42,Médio
2017,10,2017-10-01,Sul,RS,Caxias do Sul,Boa Vista,Studio,84,4,2,704919.81,13416.01,3092.36,12.31,Luxo
2017,11,2017-11-01,Norte,AM,Manaus,Boa Vista,Sala Comercial,91,4,3,335255.58,16285.07,4231.46,11.2,Baixo
2017,11,2017-11-01,Norte,PA,Belém,Vila Nova,Apartamento,38,4,3,660216.81,7698.03,3029.04,11.64,Baixo
2017,11,2017-11-01,Norte,PA,Santarém,Centro,Sala Comercial,169,4,2,602278.51,4226.02,3173.57,10.22,Médio
2017,11,2017-11-01,Norte,RO,Porto Velho,Centro,Cobertura,196,3,3,645420.72,5201.72,3613.47,13.54,Baixo
2017,11,2017-11-01,Norte,TO,Palmas,Vila Nova,Studio,211,1,2,352842.85,7597.82,3788.96,9.54,Médio
2017,11,2017-11-01,Nordeste,BA,Salvador,Vila Nova,Cobertura,36,0,0,680693.42,9013.22,4386.84,10.86,Médio
2017,11,2017-11-01,Nordeste,BA,Feira de Santana,Centro,Cobertura,174,1,3,147902.89,17596.81,3367.14,13.5,Alto
2017,11,2017-11-01,Nordeste,PE,Recife,Boa Vista,Studio,58,4,2,762998.03,4269.24,2578.41,11.29,Luxo
2017,11,2017-11-01,Nordeste,PE,Jaboatão dos Guararapes,Jardim América,Studio,41,2,0,657014.37,5008.55,4536.37,7.74,Baixo
2017,11,2017-11-01,Nordeste,CE,Fortaleza,Centro,Casa,106,4,3,903170.17,15716.14,2956.22,12.35,Luxo
2017,11,2017-11-01,Nordeste,CE,Juazeiro do Norte,Jardim América,Cobertura,110,3,0,972285.68,11094.82,2552.34,7.48,Luxo
2017,11,2017-11-01,Nordeste,MA,São Luís,Centro,Apartamento,148,2,1,1641211.11,4497.04,3175.19,10.49,Baixo
2017,11,2017-11-01,Nordeste,PB,João Pessoa,Vila Nova,Apartamento,196,0,3,366104.29,7220.5,4592.66,9.35,Baixo
2017,11,2017-11-01,Centro-Oeste,DF,Brasília,Jardim América,Apartamento,177,0,0,1116121.27,17389.34,3823.55,8.43,Luxo
2017,11,2017-11-01,Centro-Oeste,GO,Goiânia,Boa Vista,Casa,89,3,2,868001.12,15707.24,2489.99,10.44,Médio
2017,11,2017-11-01,Centro-Oeste,GO,Aparecida de Goiânia,Boa Vista,Studio,87,1,3,1080561.43,4096.45,3157.99,13.56,Luxo
2017,11,2017-11-01,Centro-Oeste,MT,Cuiabá,Centro,Cobertura,112,3,1,310703.63,12555.41,2884.46,10.88,Luxo
2017,11,2017-11-01,Centro-Oeste,MS,Campo Grande,Boa Vista,Apartamento,181,3,0,340652.28,4279.55,2871.44,11.52,Baixo
2017,11,2017-11-01,Sudeste,SP,São Paulo,Centro,Sala Comercial,40,1,0,522212.44,8923.75,2162.38,13.31,Baixo
2017,11,2017-11-01,Sudeste,SP,Campinas,Jardim América,Sala Comercial,212,0,0,442738.59,8506.22,2637.66,11.75,Alto
2017,11,2017-11-01,Sudeste,SP,Ribeirão Preto,Jardim América,Sala Comercial,206,1,3,401995.53,15424.95,2322.1,9.63,Baixo
2017,11,2017-11-01,Sudeste,RJ,Rio de Janeiro,Boa Vista,Sala Comercial,119,1,3,301501.66,13601.82,4560.33,7.94,Luxo
2017,11,2017-11-01,Sudeste,RJ,Niterói,Boa Vista,Studio,41,4,2,631955.53,15493.31,3874.31,8.87,Baixo
2017,11,2017-11-01,Sudeste,RJ,Nova Iguaçu,Centro,Apartamento,108,3,2,136802.79,16830.04,2238.46,13.0,Luxo
2017,11,2017-11-01,Sudeste,RJ,Petrópolis,Centro,Studio,203,0,2,567779.28,13036.25,2773.6,13.52,Luxo
2017,11,2017-11-01,Sudeste,MG,Belo Horizonte,Jardim América,Casa,94,0,3,156149.06,9969.69,3188.99,11.12,Baixo
2017,11,2017-11-01,Sudeste,MG,Uberlândia,Vila Nova,Studio,75,0,3,220453.89,5835.8,3705.57,13.9,Médio
2017,11,2017-11-01,Sudeste,MG,Juiz de Fora,Vila Nova,Sala Comercial,30,1,2,573631.67,17843.85,3219.57,7.87,Alto
2017,11,2017-11-01,Sudeste,ES,Vitória,Vila Nova,Sala Comercial,33,0,0,731780.69,13089.89,3590.65,9.95,Baixo
2017,11,2017-11-01,Sudeste,ES,Vila Velha,Vila Nova,Cobertura,182,2,0,365551.66,12491.46,2834.43,11.01,Luxo
2017,11,2017-11-01,Sudeste,ES,Serra,Jardim América,Casa,59,4,0,270497.64,15599.54,3268.36,12.26,Baixo
2017,11,2017-11-01,Sul,PR,Curitiba,Jardim América,Studio,218,3,2,392795.27,11936.31,5084.98,13.71,Alto
2017,11,2017-11-01,Sul,PR,Londrina,Jardim América,Studio,171,2,0,629636.6,4145.95,4031.44,13.86,Luxo
2017,11,2017-11-01,Sul,SC,Florianópolis,Jardim América,Cobertura,194,4,3,1953738.82,9372.77,3295.8,9.11,Luxo
2017,11,2017-11-01,Sul,SC,Joinville,Centro,Cobertura,105,4,3,389385.39,8618.52,2708.45,12.92,Médio
2017,11,2017-11-01,Sul,RS,Porto Alegre,Vila Nova,Studio,50,3,0,307509.04,15120.92,3952.79,8.1,Luxo
2017,11,2017-11-01,Sul,RS,Caxias do Sul,Centro,Apartamento,121,2,0,664724.43,16412.89,2081.53,10.75,Luxo
2017,12,2017-12-01,Norte,AM,Manaus,Vila Nova,Cobertura,140,1,2,738797.58,9285.38,4393.69,12.15,Luxo
2017,12,2017-12-01,Norte,PA,Belém,Jardim América,Sala Comercial,113,1,0,260165.99,15570.79,3277.35,11.92,Alto
2017,12,2017-12-01,Norte,PA,Santarém,Vila Nova,Apartamento,71,4,3,941385.77,8254.36,3730.8,8.95,Alto
2017,12,2017-12-01,Norte,RO,Porto Velho,Centro,Cobertura,189,2,2,367539.86,14470.08,1713.67,12.35,Alto
2017,12,2017-12-01,Norte,TO,Palmas,Centro,Studio,196,4,0,310987.24,12935.88,4514.56,10.04,Baixo
2017,12,2017-12-01,Nordeste,BA,Salvador,Jardim América,Cobertura,113,4,0,350761.55,14029.29,4967.46,12.34,Baixo
2017,12,2017-12-01,Nordeste,BA,Feira de Santana,Vila Nova,Sala Comercial,56,1,2,775903.76,4968.08,1663.98,8.42,Médio
2017,12,2017-12-01,Nordeste,PE,Recife,Boa Vista,Sala Comercial,106,1,1,2761713.02,3978.92,4336.15,12.26,Médio
2017,12,2017-12-01,Nordeste,PE,Jaboatão dos Guararapes,Vila Nova,Apartamento,30,3,2,360884.71,8016.98,4019.97,12.64,Alto
2017,12,2017-12-01,Nordeste,CE,Fortaleza,Vila Nova,Apartamento,62,2,3,1017151.84,8175.86,3047.2,12.86,Baixo
2017,12,2017-12-01,Nordeste,CE,Juazeiro do Norte,Jardim América,Sala Comercial,68,4,0,789909.28,3809.46,4274.38,8.65,Baixo
2017,12,2017-12-01,Nordeste,MA,São Luís,Vila Nova,Studio,150,0,1,478428.69,17848.31,4087.95,12.56,Médio
2017,12,2017-12-01,Nordeste,PB,João Pessoa,Jardim América,Studio,111,1,0,338093.4,10685.86,3692.34,9.37,Alto
2017,12,2017-12-01,Centro-Oeste,DF,Brasília,Vila Nova,Sala Comercial,112,1,3,884529.83,14922.07,4374.42,8.81,Alto
2017,12,2017-12-01,Centro-Oeste,GO,Goiânia,Centro,Apartamento,202,3,1,268109.94,6995.06,3655.14,13.45,Alto
2017,12,2017-12-01,Centro-Oeste,GO,Aparecida de Goiânia,Boa Vista,Casa,33,4,0,199373.79,16550.75,2613.61,8.44,Luxo
2017,12,2017-12-01,Centro-Oeste,MT,Cuiabá,Vila Nova,Cobertura,195,3,2,573920.44,15768.61,2527.6,9.29,Alto
2017,12,2017-12-01,Centro-Oeste,MS,Campo Grande,Centro,Cobertura,93,2,0,625229.51,12354.1,2561.19,13.2,Alto
2017,12,2017-12-01,Sudeste,SP,São Paulo,Boa Vista,Apartamento,125,3,1,1135208.88,4027.09,4219.25,11.69,Baixo
2017,12,2017-12-01,Sudeste,SP,Campinas,Jardim América,Sala Comercial,108,3,3,737267.05,17249.32,2691.8,12.95,Baixo
2017,12,2017-12-01,Sudeste,SP,Ribeirão Preto,Vila Nova,Cobertura,194,3,1,232858.31,5781.54,3724.85,10.77,Médio
2017,12,2017-12-01,Sudeste,RJ,Rio de Janeiro,Boa Vista,Sala Comercial,124,0,1,370839.74,5435.41,3031.54,13.43,Alto
2017,12,2017-12-01,Sudeste,RJ,Niterói,Vila Nova,Cobertura,41,4,1,567761.03,9351.3,4316.45,9.93,Baixo
2017,12,2017-12-01,Sudeste,RJ,Nova Iguaçu,Centro,Studio,128,1,3,363466.23,17204.0,3686.08,12.81,Alto
2017,12,2017-12-01,Sudeste,RJ,Petrópolis,Boa Vista,Casa,75,0,0,332612.52,6633.31,3568.08,11.33,Luxo
2017,12,2017-12-01,Sudeste,MG,Belo Horizonte,Jardim América,Cobertura,134,1,0,1074046.51,4336.05,3722.02,11.86,Luxo
2017,12,2017-12-01,Sudeste,MG,Uberlândia,Vila Nova,Sala Comercial,178,3,2,1286645.68,5616.6,3233.92,12.36,Alto
2017,12,2017-12-01,Sudeste,MG,Juiz de Fora,Centro,Studio,210,0,1,2315142.78,7549.85,3439.41,9.77,Luxo
2017,12,2017-12-01,Sudeste,ES,Vitória,Jardim América,Sala Comercial,175,0,2,607176.51,13640.29,2978.89,8.41,Alto
2017,12,2017-12-01,Sudeste,ES,Vila Velha,Jardim América,Cobertura,42,4,3,1041399.11,5341.72,3599.82,11.95,Baixo
2017,12,2017-12-01,Sudeste,ES,Serra,Vila Nova,Studio,171,3,2,211768.54,5220.01,2942.99,11.91,Alto
2017,12,2017-12-01,Sul,PR,Curitiba,Boa Vista,Apartamento,100,1,0,754160.03,7223.48,2212.64,11.22,Alto
2017,12,2017-12-01,Sul,PR,Londrina,Vila Nova,Sala Comercial,162,4,3,349007.21,12693.8,2447.81,8.73,Baixo
2017,12,2017-12-01,Sul,SC,Florianópolis,Centro,Cobertura,40,1,0,1398272.12,13880.87,2983.0,9.74,Baixo
2017,12,2017-12-01,Sul,SC,Joinville,Boa Vista,Cobertura,49,2,2,410767.81,15432.33,2741.9,8.7,Médio
2017,12,2017-12-01,Sul,RS,Porto Alegre,Boa Vista,Apartamento,77,2,1,886161.29,7451.61,3805.29,7.89,Baixo
2017,12,2017-12-01,Sul,RS,Caxias do Sul,Centro,Cobertura,92,2,1,146631.72,8973.06,3220.83,7.66,Baixo
2018,1,2018-01-01,Norte,AM,Manaus,Centro,Sala Comercial,111,1,1,1304629.22,11402.93,2324.16,13.43,Médio
2018,1,2018-01-01,Norte,PA,Belém,Jardim América,Cobertura,194,0,2,1262107.75,17167.96,3375.27,7.96,Luxo
2018,1,2018-01-01,Norte,PA,Santarém,Boa Vista,Casa,116,2,3,1272643.03,4710.65,2939.85,9.16,Baixo
2018,1,2018-01-01,Norte,RO,Porto Velho,Jardim América,Studio,161,2,1,1271128.2,11055.47,3453.32,9.87,Baixo
2018,1,2018-01-01,Norte,TO,Palmas,Jardim América,Cobertura,73,2,2,1102250.62,8735.15,2879.48,9.31,Baixo
2018,1,2018-01-01,Nordeste,BA,Salvador,Jardim América,Sala Comercial,73,1,3,511748.3,11718.3,4261.55,9.13,Baixo
2018,1,2018-01-01,Nordeste,BA,Feira de Santana,Centro,Cobertura,172,0,1,75217.83,6050.16,3675.64,9.25,Baixo
2018,1,2018-01-01,Nordeste,PE,Recife,Centro,Sala Comercial,143,2,1,238942.33,16085.05,4483.13,7.27,Alto
2018,1,2018-01-01,Nordeste,PE,Jaboatão dos Guararapes,Jardim América,Cobertura,77,4,1,768470.49,10123.16,3632.69,12.91,Luxo
2018,1,2018-01-01,Nordeste,CE,Fortaleza,Vila Nova,Casa,107,1,0,925913.3,17741.99,3924.76,12.36,Luxo
2018,1,2018-01-01,Nordeste,CE,Juazeiro do Norte,Jardim América,Apartamento,72,3,3,482313.44,16410.93,3918.09,10.54,Baixo
2018,1,2018-01-01,Nordeste,MA,São Luís,Boa Vista,Cobertura,193,2,0,194037.45,17150.99,4461.96,10.98,Luxo
2018,1,2018-01-01,Nordeste,PB,João Pessoa,Centro,Apartamento,219,2,0,475161.56,7488.27,3632.68,9.42,Alto
2018,1,2018-01-01,Centro-Oeste,DF,Brasília,Vila Nova,Studio,213,3,1,1137284.3,6809.98,4918.15,9.44,Luxo
2018,1,2018-01-01,Centro-Oeste,GO,Goiânia,Centro,Casa,98,0,2,367750.8,11099.29,4817.13,11.43,Alto
2018,1,2018-01-01,Centro-Oeste,GO,Aparecida de Goiânia,Vila Nova,Cobertura,193,2,2,620592.97,14942.77,4051.2,7.54,Médio
2018,1,2018-01-01,Centro-Oeste,MT,Cuiabá,Jardim América,Sala Comercial,141,4,2,259472.31,17803.84,3239.22,13.65,Luxo
2018,1,2018-01-01,Centro-Oeste,MS,Campo Grande,Vila Nova,Apartamento,103,4,2,1275952.98,16223.93,3755.17,10.71,Médio
2018,1,2018-01-01,Sudeste,SP,São Paulo,Boa Vista,Studio,44,1,1,323758.78,12229.38,3099.12,10.05,Médio
2018,1,2018-01-01,Sudeste,SP,Campinas,Vila Nova,Cobertura,94,3,0,755936.34,13349.16,3374.38,11.86,Baixo
2018,1,2018-01-01,Sudeste,SP,Ribeirão Preto,Centro,Cobertura,128,2,0,393222.39,16791.18,4705.39,7.45,Luxo
2018,1,2018-01-01,Sudeste,RJ,Rio de Janeiro,Jardim América,Sala Comercial,140,3,1,706304.9,5537.72,4409.84,7.45,Médio
2018,1,2018-01-01,Sudeste,RJ,Niterói,Centro,Cobertura,35,4,0,946398.02,13964.39,2659.37,8.25,Luxo
2018,1,2018-01-01,Sudeste,RJ,Nova Iguaçu,Boa Vista,Apartamento,100,2,2,465413.39,11691.14,3871.66,11.76,Baixo
